1,5
2,4
3,3.6666666666666665
4,3.25
5,3
6,2.8333333333333335
7,2.7142857142857144
8,2.75
9,2.6666666666666665
10,2.7
11,2.8181818181818183
12,2.75
13,2.6923076923076925
14,2.7142857142857144
15,2.6666666666666665
16,2.6875
17,2.7058823529411766
18,2.7777777777777777
19,2.736842105263158
20,2.75
21,2.7142857142857144
22,2.6818181818181817
23,2.739130434782609
24,2.75
25,2.72
26,2.6923076923076925
27,2.6666666666666665
28,2.6785714285714284
29,2.7241379310344827
30,2.7
31,2.7096774193548385
32,2.71875
33,2.727272727272727
34,2.7058823529411766
35,2.6857142857142855
36,2.6666666666666665
37,2.6486486486486487
38,2.6842105263157894
39,2.6666666666666665
40,2.675
41,2.658536585365854
42,2.6666666666666665
43,2.697674418604651
44,2.6818181818181817
45,2.6666666666666665
46,2.652173913043478
47,2.6382978723404253
48,2.625
49,2.63265306122449
50,2.62
51,2.627450980392157
52,2.6153846153846154
53,2.6037735849056602
54,2.611111111111111
55,2.6
56,2.625
57,2.6315789473684212
58,2.6206896551724137
59,2.610169491525424
60,2.6333333333333333
61,2.622950819672131
62,2.629032258064516
63,2.634920634920635
64,2.640625
65,2.646153846153846
66,2.6363636363636362
67,2.6417910447761193
68,2.6323529411764706
69,2.6231884057971016
70,2.642857142857143
71,2.6338028169014085
72,2.638888888888889
73,2.6301369863013697
74,2.635135135135135
75,2.6266666666666665
76,2.6447368421052633
77,2.6363636363636362
78,2.628205128205128
79,2.632911392405063
80,2.6375
81,2.6419753086419755
82,2.6341463414634148
83,2.6626506024096384
84,2.6666666666666665
85,2.6588235294117646
86,2.7093023255813953
87,2.7241379310344827
88,2.75
89,2.741573033707865
90,2.7333333333333334
91,2.7362637362637363
92,2.7282608695652173
93,2.7204301075268815
94,2.734042553191489
95,2.7473684210526317
96,2.75
97,2.752577319587629
98,2.7653061224489797
99,2.757575757575758
100,2.77
101,2.772277227722772
102,2.7745098039215685
103,2.766990291262136
104,2.7788461538461537
105,2.7714285714285714
106,2.7830188679245285
107,2.7850467289719627
108,2.787037037037037
109,2.7889908256880735
110,2.7818181818181817
111,2.774774774774775
112,2.767857142857143
113,2.7787610619469025
114,2.7719298245614037
115,2.773913043478261
116,2.7758620689655173
117,2.7777777777777777
118,2.7796610169491527
119,2.7815126050420167
120,2.775
121,2.7851239669421486
122,2.778688524590164
123,2.7804878048780486
